Type,Ressort,RG,OBJET,ligne objet,NORME,ligne norme,QUANTUM,ligne quantum,POSITION,ligne position,RESULTAT,ligne contenant un résultat,QUANTUM RESULTAT (obtenu),ligne quantum.1,count
CA,Rennes,14/09827,dommages-intérêts,149-151,700 Code de Procédure Civile,149-151,"1 500,00 €",149-151,Demandeur initial,105,rejette,259-260,"0,00 €",x,349
CA,Rennes,14/03746,dommages-intérêts,109-110,700 Code de Procédure Civile,109-110,"7 000,00 €",109-110,Demandeur initial,73-77,rejette,229,"0,00 €",x,350
CA,Rennes,14/09239,dommages-intérêts,100-101,700 Code de Procédure Civile,100-101,"3 000,00 €",,Défendeur initial,60-61,accepte,153-155,"1 500,00 €",153-154,351
CA,Rennes,14/09239,dommages-intérêts,88-89,700 Code de Procédure Civile,88-89,"3 000,00 €",,Demandeur initial,60-61,rejette,,,,351
CA,Rennes,14/05326,dommages-intérêts,150-151,700 Code de Procédure Civile,150-151,"2 000,00 €",150-151,Demandeur initial,94-96,accepte,289-291,"500,00 €",289-291,352
CA,Rennes,14/05326,dommages-intérêts,139-141,700 Code de Procédure Civile,139-141,"2 000,00 €",139-141,Défendeur initial,94-96,rejette,289-291,"0,00 €",x,352
CA,Versailles,15/02120,dommages-intérêts,147-148,700 Code de Procédure Civile,147-148,"5 000,00 €",147-148,Demandeur initial,85-86,accepte,275-276,"2 000,00 €",275-276,353
CA,Versailles,15/03780,dommages-intérêts,132-133,700 Code de Procédure Civile,132-133,"2 000,00 €",132-133,Défendeur initial,72-73,rejette,312-313,"0,00 €",x,354
CA,Versailles,15/03780,dommages-intérêts,137-138,700 Code de Procédure Civile,137-138,"3 000,00 €",137-138,Défendeur initial,72-74,accepte,312-313,"1 000,00 €",312-313,354
CA,Versailles,16/01954,dommages-intérêts,94-95,700 Code de Procédure Civile,94-95,"2 000,00 €",94-95,Défendeur initial,80-81,rejette,305-306,"0,00 €",x,355
CA,Versailles,16/01954,dommages-intérêts,101-102,700 Code de Procédure Civile,101-102,"5 000,00 €",101-102,Défendeur initial,80-81,rejette,305-306,"0,00 €",x,355
CA,Versailles,16/01954,dommages-intérêts,120-121,700 Code de Procédure Civile,120-121,"5 000,00 €",120-121,Défendeur initial,80-81,rejette,305-306,"0,00 €",x,355
CA,Versailles,15/01612,dommages-intérêts,122-123,700 Code de Procédure Civile,122-123,"1 500,00 €",122-123,Défendeur initial,74-75,accepte,"205-206,208-209",500 + 500,"205-206,208-209",356
CA,Versailles,15/01612,dommages-intérêts,133-134,700 Code de Procédure Civile,133-134,"2 000,00 €",133-134,Demandeur initial,74-75,rejette,"205-206,208-209",500 + 500,"205-206,208-209",356
CA,Versailles,14/03843,dommages-intérêts,145-146,700 Code de Procédure Civile,145-146,"3 000,00 €",145-146,Défendeur initial,108-109,rejette,219-221,"0,00 €",x,357
CA,Versailles,14/03843,dommages-intérêts,163-164,700 Code de Procédure Civile,163-164,"2 500,00 €",163-164,Demandeur initial,108-109,accepte,219-221,"1 500,00 €",219-221,357
CA,Versailles,14/07875,dommages-intérêts,113,700 Code de Procédure Civile,113,"2 500,00 €",113,Demandeur initial,89-90,rejette,205-206,"0,00 €",x,358
CA,Versailles,14/07875,dommages-intérêts,124-125,700 Code de Procédure Civile,124-125,"3 500,00 €",124-125,Défendeur initial,89-90,accepte,205-206,"1 000,00 €",205-206,358
CA,Versailles,14/07885,dommages-intérêts,154-155,700 Code de Procédure Civile,154-155,"5 000,00 €",154-155,Demandeur initial,113-114,rejette,535-536,"0,00 €",x,359
CA,Versailles,14/07885,dommages-intérêts,297-298,700 Code de Procédure Civile,297-298,"5 000,00 €",297-298,Défendeur initial,113-114,rejette,535-536,"0,00 €",x,359
CA,Versailles,15/03223,dommages-intérêts,139,700 Code de Procédure Civile,139,"2 000,00 €",139,Défendeur initial,88-90,rejette,428-430,"0,00 €",x,360
CA,Versailles,15/03223,dommages-intérêts,150-152,700 Code de Procédure Civile,150-152,"2 000,00 €",150-152,Demandeur initial,88-90,accepte,428-430,"500,00 €",428-430,360
CA,Versailles,14/04020,dommages-intérêts,118-119,700 Code de Procédure Civile,118-119,"1 500,00 €",118-119,Demandeur initial,77-78,rejette,287-288,"0,00 €",x,361
CA,Versailles,14/01252,dommages-intérêts,142-143,700 Code de Procédure Civile,142-143,"3 000,00 €",142-143,Défendeur initial,79-80,accepte,255-257,"2 000,00 €",255-257,362
CA,Versailles,14/01252,dommages-intérêts,130-131,700 Code de Procédure Civile,130-131,"4 000,00 €",130-131,Demandeur initial,79-80,rejette,255-257,"0,00 €",x,362
CA,Versailles,15/02899,dommages-intérêts,86-87,700 Code de Procédure Civile,86-87,"1 500,00 €",86-87,Demandeur initial,70-71,rejette,110,"0,00 €",x,363
CA,Versailles,15/00712,dommages-intérêts,128,700 Code de Procédure Civile,128,"4 000,00 €",128,Demandeur initial,73-74,accepte,226-227,"1 500,00 €",226-227,364
CA,Versailles,15/00712,dommages-intérêts,118-119,700 Code de Procédure Civile,118-119,"3 500,00 €",118-119,Demandeur initial,73-74,rejette,226-227,"0,00 €",x,364
CA,Versailles,11/07007,dommages-intérêts,375-376,700 Code de Procédure Civile,375-376,"15 000,00 €",375-376,Demandeur initial,144-145,accepte,575-577,"5 000,00 €",575-577,365
CA,Versailles,11/07007,dommages-intérêts,230-231,700 Code de Procédure Civile,230-231,"15 000,00 €",230-231,Défendeur initial,144-145,rejette,575-577,"0,00 €",x,365
CA,Versailles,14/05477,dommages-intérêts,79-80,700 Code de Procédure Civile,79-80,"3 300,00 €",79-80,Demandeur initial,71-72,accepte,208,"2 000,00 €",208,366
CA,Versailles,14/05477,dommages-intérêts,87-88,700 Code de Procédure Civile,87-88,"1 500,00 €",87-88,Demandeur initial,71-72,rejette,208,"0,00 €",x,366
CA,Versailles,15/03218,dommages-intérêts,157-158,700 Code de Procédure Civile,157-158,"5 000,00 €",157-158,Défendeur initial,86-87,accepte,216-219,"1 000,00 €",216-219,367
CA,Versailles,15/03218,dommages-intérêts,144-145,700 Code de Procédure Civile,144-145,"2 500,00 €",144-145,Demandeur initial,86-87,rejette,216-219,"0,00 €",x,367
CA,Versailles,15/02180,dommages-intérêts,134-135,700 Code de Procédure Civile,134-135,"2 000,00 €",134-135,Demandeur initial,81-82,accepte,217-218,"300,00 €",217-218,368
CA,Aix,12/08038,déclaration de créance au passif de la procédure collective,65,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,65,"29 405,04 €",65,Demandeur initial,x,accepte,88,"23 551,04 €",88,369
CA,Basse-Terre,13/01415,déclaration de créance au passif de la procédure collective,58,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,58,"871 468,23 €",58,Demandeur initial,x,accepte,90,"835 040,90 €",90,370
CA,Aix,12/09183,déclaration de créance au passif de la procédure collective,61,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,61,"342 919,39 €",63+72,Demandeur initial,x,accepte,94,"330.919,39",94,371
CA,Bordeaux,12/02956,déclaration de créance au passif de la procédure collective,81,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,81,"11 584,00 €",81,Demandeur initial,x,accepte,106,"11 584,00 €",106,372
CA,Paris,13/12728,déclaration de créance au passif de la procédure collective,47,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,47,"129 169,12 €",47,Demandeur initial,x,accepte,65,"129 169,12 €",65,373
CA,Douai,12/02893,déclaration de créance au passif de la procédure collective,54,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,54,"56 036,00 €",54,Demandeur initial,x,accepte,81,"56 036,00 €",81,374
CA,Besançon,13/00752,déclaration de créance au passif de la procédure collective,51,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,51,"205 983,45 €",51,Demandeur initial,x,accepte,67,"193 983,45 €",67,375
CA,Amiens,13/01640,déclaration de créance au passif de la procédure collective,48,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,48,"24 757,14 €",48,Demandeur initial,x,accepte,67,"24 757,14 €",67,376
CA,Metz,12/03256,déclaration de créance au passif de la procédure collective,61,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,61,1050€ mensuel,61,Demandeur initial,x,accepte,100+51,"1 000,00 €",100+51,377
CA,Metz,12/03256,déclaration de créance au passif de la procédure collective,62,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,62,"70 000,00 €",62,Demandeur initial,x,rejette,100+53,"0,00 €",x,377
CA,Metz,12/03256,déclaration de créance au passif de la procédure collective,63,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,63,"1 500 000,00 €",63,Demandeur initial,x,rejette,100+53,"0,00 €",x,377
CA,Metz,12/03256,déclaration de créance au passif de la procédure collective,64+52,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,64+52,"2 500 000,00 €",64+52,Demandeur initial,x,accepte,100+52,"2 500 000,00 €",100+52,377
CA,Versailles,12/06724,déclaration de créance au passif de la procédure collective,69-70,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,69-70,"52 053,76 €",69-70,Demandeur initial,x,accepte,95,"52 053,76 €",95,378
CA,Caen,12/03641,déclaration de créance au passif de la procédure collective,46-48,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,46-48,"18 285,02 €",46-48,Demandeur initial,x,accepte,69,"11 714,98 €",69,379
CA,Caen,12/03640,déclaration de créance au passif de la procédure collective,46-47,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,46-47,"17 880,68 €",46-47,Demandeur initial,x,accepte,69,"17 880,68 €",69,380
CA,Besançon,11/03112,déclaration de créance au passif de la procédure collective,62,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,62,"4 091,00 €",62,Demandeur initial,x,accepte,67-69,"4 091,00 €",68,381
CA,Besançon,11/03112,déclaration de créance au passif de la procédure collective,62,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,62,"20 282,71 €",62,Demandeur initial,x,accepte,67-69,"20 282,71 €",69,381
CA,Rouen,13/01809,déclaration de créance au passif de la procédure collective,75,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,75,"136 709,25 €",75,Demandeur initial,x,accepte,99,"136 709,25 €",99,382
CA,Chambéry,13/00619,déclaration de créance au passif de la procédure collective,48,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,48,"253 000,00 €",48,Demandeur initial,x,accepte,81,"253 000,00 €",81,383
CA,Besançon,12/02552,déclaration de créance au passif de la procédure collective,67,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,67,"46 743,21 €",67,Demandeur initial,x,accepte,77,"46 743,21 €",77,384
CA,Besançon,12/02552,déclaration de créance au passif de la procédure collective,67,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,67,"46 743,21 €",67,Demandeur initial,x,accepte,79,"46 743,21 €",79,384
CA,Douai,12/06963,déclaration de créance au passif de la procédure collective,55,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,55,"73 361,00 €",55,Demandeur initial,x,accepte,84,"73 361,00 €",84,385
CA,Paris,12/17561,déclaration de créance au passif de la procédure collective,52,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,52,"26 295,70 €",52,Demandeur initial,x,accepte,65,"26 295,70 €",65,386
CA,Paris,12/17559,déclaration de créance au passif de la procédure collective,44,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,44,"64 557,76 €",44,Demandeur initial,x,accepte,64,"53 629,09 €",64,387
CA,AGEN,12/01619,déclaration de créance au passif de la procédure collective,52,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,52,"2 390,17 €",52,Demandeur initial,x,accepte,66,"2 103,41 €",66,388
CA,Paris,12/15467,déclaration de créance au passif de la procédure collective,57,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,57,"24 100,00 €",57,Demandeur initial,x,accepte,70,"7 628,00 €",70,389
CA,Paris,12/15468,déclaration de créance au passif de la procédure collective,58,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,58,"8 838,00 €",58,Demandeur initial,x,accepte,73,"8 838,00 €",73,390
CA,Aix,11/11639,déclaration de créance au passif de la procédure collective,"64+104,97",L622-24 code de commerce : déclaration de créance au passif de la procédure collective,"64+104,97","84 531,40 €","64+104,97",Demandeur initial,x,accepte,134,"84 531,40 €",134,391
CA,Saint Denis,12/01550,déclaration de créance au passif de la procédure collective,76,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,76,"15 732,19 €",50,Demandeur initial,x,rejette,77,"0,00 €",x,392
CA,Saint Denis,12/01550,déclaration de créance au passif de la procédure collective,76,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,76,"52 874,57 €",50,Demandeur initial,x,accepte,69,"52 874,57 €",69,392
CA,Saint Denis,12/01550,déclaration de créance au passif de la procédure collective,76,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,76,"322 046,77 €",51,Demandeur initial,x,accepte,70,"322 046,77 €",70,392
CA,Saint Denis,12/01550,déclaration de créance au passif de la procédure collective,76,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,76,"374 921,34 €",50 + 51,Demandeur initial,x,accepte,76,"374 921,34 €",76,392
CA,Nimes,12/02547,déclaration de créance au passif de la procédure collective,77,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,77,"286 566,32 €","77,108-112",Demandeur initial,x,accepte,168,"286 566,32 €",168,393
CA,Nimes,12/02547,déclaration de créance au passif de la procédure collective,77,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,77,"570 462,24 €","82,136-141",Demandeur initial,x,accepte,169,"570 462,24 €",169,393
CA,Montpellier,11/05611,déclaration de créance au passif de la procédure collective,63,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,63,"3 945,36 €",64,Demandeur initial,x,accepte,83,"3 945,36 €",83,394
CA,Montpellier,11/05611,déclaration de créance au passif de la procédure collective,63,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,63,"89,40 €",65,Demandeur initial,x,accepte,83,"89,40 €",83,394
CA,Montpellier,11/05611,déclaration de créance au passif de la procédure collective,63,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,63,"5 306,90 €",66,Demandeur initial,x,accepte,83,"5 306,90 €",83,394
CA,Montpellier,11/05611,déclaration de créance au passif de la procédure collective,63,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,63,"2 880,54 €",67,Demandeur initial,x,accepte,83,"2 880,54 €",83,394
CA,Montpellier,11/05611,déclaration de créance au passif de la procédure collective,63,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,63,"1 721,76 €",68,Demandeur initial,x,accepte,83,"1 721,76 €",83,394
CA,Montpellier,11/05611,déclaration de créance au passif de la procédure collective,63,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,63,"11 914,50 €",69,Demandeur initial,x,accepte,83,"11 914,50 €",83,394
CA,Paris,13/01832,déclaration de créance au passif de la procédure collective,75,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,75,"304 898,00 €",61,Demandeur initial,x,rejette,64-66,"0,00 €",x,395
CA,Paris,12/04747,déclaration de créance au passif de la procédure collective,49,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,49,"537 595,89 €",49,Demandeur initial,x,accepte,74,"537 595,89 €",74,396
CA,Versailles,12/01411,déclaration de créance au passif de la procédure collective,72,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,72,"1 300,00 €",72,Demandeur initial,x,accepte,89,"1 300,00 €",89,397
CA,Nimes,11/05279,déclaration de créance au passif de la procédure collective,77,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,77,"10 005,97 €",77,Demandeur initial,x,accepte,113,"10 005,97 €",113,398
CA,Nimes,11/04319,déclaration de créance au passif de la procédure collective,120+135,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,120+135,"27 324,70 €",120+135,Demandeur initial,x,accepte,163,"27 324,70 €",163,399
CA,Saint Denis,12/01161,déclaration de créance au passif de la procédure collective,56,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,56,"4 650,00 €",56,Demandeur initial,x,accepte,71,"4 650,00 €",71,400
CA,FORT DE France,14/00654,déclaration de créance au passif de la procédure collective,42,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,42,"44 411,00 €",42,Demandeur initial,x,rejette,63,"0,00 €",x,401
CA,FORT DE France,14/00654,déclaration de créance au passif de la procédure collective,42,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,42,"7 759,00 €",42,Demandeur initial,x,rejette,63,"0,00 €",x,401
CA,FORT DE France,14/00654,déclaration de créance au passif de la procédure collective,42,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,42,"18 866,00 €",42,Demandeur initial,x,rejette,63,"0,00 €",x,401
CA,Aix,14/08327,déclaration de créance au passif de la procédure collective,73,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,73,"12 550,89 €",73,Demandeur initial,x,rejette,94,"0,00 €",x,402
CA,Orléans,15/02708,déclaration de créance au passif de la procédure collective,55,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,55,"20 578,00 €",55,Demandeur initial,x,accepte,68,"20 578,00 €",68,403
CA,Orléans,15/02708,déclaration de créance au passif de la procédure collective,55,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,55,"13 068,29 €",55,Demandeur initial,x,rejette,71,"0,00 €",71,403
CA,Orléans,15/02708,déclaration de créance au passif de la procédure collective,55,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,55,"8 537,10 €",55,Demandeur initial,x,sursis à statuer,72,-,72,403
CA,Aix,13/23830,déclaration de créance au passif de la procédure collective,64,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,64,"7 279,12 €",64,Demandeur initial,x,accepte,84,"0,00 €",84,404
CA,Aix,13/23830,déclaration de créance au passif de la procédure collective,64,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,64,"1 091,87 €",64,Demandeur initial,x,rejette,85,"0,00 €",85,404
CA,Angers,15/00414,déclaration de créance au passif de la procédure collective,50,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,50,"7 211,88 €",50,Demandeur initial,x,accepte,73,"6 811,88 €",73,405
CA,Aix,12/18480,déclaration de créance au passif de la procédure collective,71,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,71,"60 000,00 €",71,Demandeur initial,x,rejette,92,"0,00 €",92,406
CA,Aix,13/08588,déclaration de créance au passif de la procédure collective,64,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,64,"26 000,00 €",64,Demandeur initial,x,rejette,85,"0,00 €",85,407
CA,Aix,14/24190,déclaration de créance au passif de la procédure collective,56,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,56,"31 232,00 €",56,Demandeur initial,x,rejette,76,"0,00 €",76,408
CA,Paris,14/25189,déclaration de créance au passif de la procédure collective,50,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,50,"11 805,92 €",50,Demandeur initial,x,rejette,60,"0,00 €",60,409
CA,Aix,13/03237,déclaration de créance au passif de la procédure collective,56,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,56,"27 503,20 €",56,Demandeur initial,x,rejette,79,"0,00 €",79,410
CA,Aix,13/03238,déclaration de créance au passif de la procédure collective,58,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,58,"47 532,50 €",58,Demandeur initial,x,rejette,79,"0,00 €",79,411
CA,Versailles,12/08956,déclaration de créance au passif de la procédure collective,68,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,68,"7 652,00 €",68,Demandeur initial,x,rejette,96,"0,00 €",96,412
CA,Paris,15/03986,déclaration de créance au passif de la procédure collective,58,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,58,"9 215,95 €",58,Demandeur initial,x,rejette,112,"0,00 €",112,413
CA,Paris,15/04014,déclaration de créance au passif de la procédure collective,60,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,60,"6 150,00 €",60,Demandeur initial,x,rejette,120,"0,00 €",120,414
CA,Paris,15/04006,déclaration de créance au passif de la procédure collective,60,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,60,"4 935,87 €",60,Demandeur initial,x,rejette,114,"0,00 €",114,415
CA,Grenoble,15/00886,déclaration de créance au passif de la procédure collective,65,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,65,"79 013,74 €",65,Demandeur initial,x,accepte,89,"79 013,74 €",89,416
CA,Grenoble,15/00886,déclaration de créance au passif de la procédure collective,66,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,66,"30 750,00 €",66,Demandeur initial,x,accepte,90,"30 750,00 €",90,416
CA,Grenoble,15/00886,déclaration de créance au passif de la procédure collective,67,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,67,"60 000,00 €",67,Demandeur initial,x,accepte,91,"60 000,00 €",91,416
CA,Grenoble,15/00886,déclaration de créance au passif de la procédure collective,68,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,68,"2 500,00 €",68,Demandeur initial,x,rejette,92,"0,00 €",92,416
CA,Grenoble,15/00886,déclaration de créance au passif de la procédure collective,69,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,69,"6 718,67 €",69,Demandeur initial,x,rejette,92,"0,00 €",92,416
CA,Grenoble,15/00886,déclaration de créance au passif de la procédure collective,70,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,70,"372,68 €",70,Demandeur initial,x,rejette,92,"0,00 €",92,416
CA,Aix,12/21020,déclaration de créance au passif de la procédure collective,91,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,91,"65 127,95 €",91,Demandeur initial,x,accepte,130,"12 316,14 €",130,417
CA,Aix,12/21020,déclaration de créance au passif de la procédure collective,91,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,91,"65 127,95 €",91,Demandeur initial,x,accepte,132,"31 418,89 €",132,417
CA,Aix,12/21020,déclaration de créance au passif de la procédure collective,91,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,91,"65 127,95 €",91,Demandeur initial,x,rejette,133,"0,00 €",x,417
CA,Aix,13/00816,déclaration de créance au passif de la procédure collective,76,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,76,"87 963,28 €",76,Demandeur initial,x,rejette,76,"0,00 €",76,418
CA,Aix,13/00816,déclaration de créance au passif de la procédure collective,73,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,73,"208 000,00 €",73,Demandeur initial,x,rejette,73,"0,00 €",73,418
CA,Bourges,15/00058,déclaration de créance au passif de la procédure collective,53,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,53,"7 574,64 €",53,Demandeur initial,x,rejette,57+72,"0,00 €",x,419
CA,Bourges,15/00058,déclaration de créance au passif de la procédure collective,54,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,54,"4 360,00 €",54,Demandeur initial,x,rejette,57+72,"0,00 €",x,419
CA,Bourges,15/00058,déclaration de créance au passif de la procédure collective,55,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,55,"13 796,69 €",55,Demandeur initial,x,rejette,57+72,"0,00 €",x,419
CA,Agen,14/01147,déclaration de créance au passif de la procédure collective,63,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,63,"7 469,43 €",63,Demandeur initial,x,rejette,108,"0,00 €",x,420
CA,Basse-Terre,14/01740,déclaration de créance au passif de la procédure collective,51,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,51,"4 214,13 €",51,Demandeur initial,x,rejette,73,"0,00 €",x,421
CA,Basse-Terre,14/01740,déclaration de créance au passif de la procédure collective,51,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,51,"12 041,16 €",51,Demandeur initial,x,rejette,73,"0,00 €",x,421
CA,Aix,14/01762,déclaration de créance au passif de la procédure collective,67,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,67,"293 131,04 €",67,Demandeur initial,x,rejette,115,"0,00 €",x,422
CA,Aix,14/01762,déclaration de créance au passif de la procédure collective,67,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,67,"161 534,05 €",67,Demandeur initial,x,rejette,115,"0,00 €",x,422
CA,Toulouse,13/00775,déclaration de créance au passif de la procédure collective,68,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,68,"1 108,33 €",68,Demandeur initial,x,rejette,79,"0,00 €",x,423
CA,Toulouse,13/00779,déclaration de créance au passif de la procédure collective,67,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,67,"11 245,48 €",67,Demandeur initial,x,rejette,78,"0,00 €",x,424
CA,Lyon,14/03233,déclaration de créance au passif de la procédure collective,70,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,70,"86 670,34 €",70,Demandeur initial,x,accepte,108,"86 670,34 €",108,425
CA,Bourges,15/00049,déclaration de créance au passif de la procédure collective,53,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,53,"5 318,00 €",53,Demandeur initial,x,accepte,79,"5 318,00 €",79,426
CA,Paris,14/03461,déclaration de créance au passif de la procédure collective,44,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,44,"14 667,01 €",44,Demandeur initial,x,rejette,59,"0,00 €",x,427
CA,Paris,14/03446,déclaration de créance au passif de la procédure collective,45,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,45,"3 911 651,00 €",45,Demandeur initial,x,rejette,63,"0,00 €",x,428
CA,Paris,14/03444,déclaration de créance au passif de la procédure collective,45,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,45,"15 406 697,84 €",45,Demandeur initial,x,rejette,59,"0,00 €",x,429
CA,Montpellier,13/06866,déclaration de créance au passif de la procédure collective,60,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,60,"30 535,04 €",60,Demandeur initial,x,rejette,70,"0,00 €",x,430
CA,Nimes,13/05308,déclaration de créance au passif de la procédure collective,73,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,73,"558 120,57 €",73,Demandeur initial,x,rejette,122,"0,00 €",x,431
CA,Nimes,13/05311,déclaration de créance au passif de la procédure collective,65,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,65,"89 919,51 €",65,Demandeur initial,x,rejette,120,"0,00 €",x,432
CA,Nimes,13/05309,déclaration de créance au passif de la procédure collective,65,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,65,"842 114,86 €",65,Demandeur initial,x,rejette,121,"0,00 €",x,433
CA,Toulouse,09/04747,déclaration de créance au passif de la procédure collective,66,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,66,"894,37 €",66,Demandeur initial,x,rejette,112,"0,00 €",x,434
CA,Toulouse,09/04746,déclaration de créance au passif de la procédure collective,100,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,100,"20 177,24 €",100,Demandeur initial,x,rejette,109,"0,00 €",x,435
CA,Amiens,12/05024,déclaration de créance au passif de la procédure collective,57,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,57,"51727,98 * 7 / 100",57,Demandeur initial,x,accepte,72,??,??,436
CA,Amiens,12/05024,déclaration de créance au passif de la procédure collective,57,L622-24 code de commerce : déclaration de créance au passif de la procédure collective,57,"51727,98 * 5 / 100",57,Demandeur initial,x,rejette,73,"0,00 €",x,436
CA,Paris,15/14603,dommages-intérêts,174-175,1382 code civil : concurrence déloyale,171-173,"177 741,78 €",174-175,Demandeur initial,139,accepte,472-476,"50 000,00 €",473,437
CA,Rennes,14/03746,dommages-intérêts,107-108,1382 code civil : concurrence déloyale,107-108,"15 000,00 €",107-108,Demandeur initial,76-77,accepte,"209-215,226-227","8 000,00 €","215,226-227",438
CA,Versailles,14/02129,dommages-intérêts,126-127,1382 code civil : concurrence déloyale,233,"50 000,00 €",126-127,Demandeur initial,191-192,rejette,321-322,"0,00 €",x,439
CA,Versailles,14/02129,dommages-intérêts,126-127,1382 code civil : concurrence déloyale,233,"30 000,00 €",128-129,Demandeur initial,191-192,rejette,321-322,"0,00 €",x,439
